Product_name,Colour,Specification,Selling_price,Original_price,Ratings_count,Reviews_count
Apple iPhone 7,Black,"{'ROM': '128 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor', 'Warranty': 'Brand Warranty of 1 Year'}",34900,,94871,9105
Apple iPhone 6,Space Grey,"{'ROM': '32 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '8MP Rear Camera | 1.2MP Front Camera', 'Processor': 'Apple A8 64-bit processor and M8 Motion Co-processor', 'Warranty': 'Brand Warranty of 1 Year'}",30780,31900,145094,16051
Apple iPhone 8,PRODUCT,"{'ROM': '64 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor', 'Warranty': 'iOS 13 Compatible'}",39900,,114,10
Apple iPhone 5C,Green,"{'ROM': '8 GB ROM', 'Display': '10.16 cm (4 inch) Retina Display', 'Camera': '8MP Rear Camera | 1.2MP Front Camera', 'Processor': 'A6 Chip Processor', 'Warranty': '1 Year Manufacturer Warranty'}",37500,,1320,265
Apple iPhone 7,Black,"{'ROM': '32 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor', 'Warranty': 'iOS 13 Compatible'}",31500,,94871,9105
Apple iPhone 13,,"{'ROM': '128 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",49900,,295091,13999
Apple iPhone X,Silver,"{'ROM': '256 GB ROM', 'Display': '14.73 cm (5.8 inch) Super Retina HD Display', 'Camera': '12MP + 12MP | 7MP Front Camera', 'Processor': 'A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor', 'Warranty': 'Brand Warranty of 1 Year'}",106900,,10941,855
Apple iPhone XR,Yellow,"{'ROM': '64 GB ROM', 'Display': '15.49 cm (6.1 inch) Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'A12 Bionic Chip Processor', 'Warranty': 'iOS 13 Compatible'}",47900,,100802,8455
Apple iPhone XR,White,"{'ROM': '128 GB ROM', 'Display': '15.49 cm (6.1 inch) Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'A12 Bionic Chip Processor', 'Warranty': 'iOS 13 Compatible'}",44999,52900,100802,8455
Apple iPhone 13,Green,"{'ROM': '128 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",49900,,295091,13999
Apple iPhone 7 Plus,Jet Black,"{'ROM': '32 GB ROM', 'Display': '13.94 cm (5.488 inch) Retina HD Display', 'Camera': '12MP + 12MP | 7MP Front Camera', 'Processor': 'Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor', 'Warranty': '1 Year Manufacturer Warranty'}",37900,,29728,2964
Apple iPhone X,Space Gray,"{'ROM': '64 GB ROM', 'Display': '14.73 cm (5.8 inch) Super Retina HD Display', 'Camera': '12MP + 12MP | 7MP Front Camera', 'Processor': 'A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor', 'Warranty': 'iOS 13 Compatible'}",91900,,10941,855
Apple iPhone 13 Pro,Graphite,"{'ROM': '1 TB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",169900,,1596,120
Apple iPhone 6,Gold,"{'ROM': '32 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '8MP Rear Camera | 1.2MP Front Camera', 'Processor': 'A8 Chip with 64-bit Architecture and M8 Motion Co-processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",30780,,145094,16051
Apple iPhone 8 Plus,PRODUCT,"{'ROM': '64 GB ROM', 'Display': '13.97 cm (5.5 inch) Retina HD Display', 'Camera': '12MP + 12MP | 7MP Front Camera', 'Processor': 'A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor', 'Warranty': 'Brand Warranty of 1 Year'}",49900,76294,267,23
Apple iPhone 6,Silver,"{'ROM': '128 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '8MP Rear Camera | 1.2MP Front Camera', 'Processor': 'A8 Chip with 64-bit Architecture and M8 Motion Co-processor', 'Warranty': '1 Year Manufacturer Warranty'}",71500,,145094,16051
Apple iPhone 6,Grey,"{'ROM': '128 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '8MP Rear Camera | 1.2MP Front Camera', 'Processor': 'Apple A8 64-bit processor and M8 Motion Co-processor', 'Warranty': '1 Year Manufacturer Warranty'}",71500,,145094,16051
Apple iPhone 6s,Gold,"{'ROM': '16 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '12MP Rear Camera | 5MP Front Camera', 'Processor': 'A9 Chip with 64-bit Architecture and M9 Motion Co-processor', 'Warranty': 'Brand Warranty of 1 Year'}",41999,62000,92796,9130
Apple iPhone XS,Gold,"{'ROM': '64 GB ROM', 'Display': '14.73 cm (5.8 inch) Super Retina HD Display', 'Camera': '12MP + 12MP | 7MP Front Camera', 'Processor': 'A12 Bionic Chip Processor', 'Warranty': '1 Year Limited Warranty for Products and Accessories'}",89900,,11906,861
Apple IPhone 4,Black,"{'ROM': '8 GB ROM', 'Display': '8.89 cm (3.5 inch) NA Display', 'Camera': '5MP Rear Camera | 0.3MP Front Camera', 'Processor': '1 Year Manufacturer Warranty', 'Warranty': None}",22900,,1095,183
Apple iPhone 7,Silver,"{'ROM': '32 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor', 'Warranty': 'iOS 13 Compatible'}",31500,,94871,9105
Apple iPhone 8,Silver,"{'ROM': '64 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor', 'Warranty': 'iOS 13 Compatible'}",39900,,11364,797
Apple iPhone 7,Red,"{'ROM': '128 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor', 'Warranty': 'Brand Warranty of 1 Year'}",34900,,94871,9105
Apple iPhone 8,Space Grey,"{'ROM': '64 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor', 'Warranty': 'iOS 13 Compatible'}",39900,,11364,797
Apple iPhone XR,White,"{'ROM': '128 GB ROM', 'Display': '15.49 cm (6.1 inch) Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'A12 Bionic Chip Processor', 'Warranty': 'Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)'}",52900,,100802,8455
Apple iPhone X,Space Gray,"{'ROM': '256 GB ROM', 'Display': '14.73 cm (5.8 inch) Super Retina HD Display', 'Camera': '12MP + 12MP | 7MP Front Camera', 'Processor': 'A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor', 'Warranty': 'Brand Warranty of 1 Year'}",106900,,10941,855
Apple iPhone 6,Silver,"{'ROM': '64 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '8MP Rear Camera | 1.2MP Front Camera', 'Processor': 'A8 Chip with 64-bit Architecture and M8 Motion Co-processor', 'Warranty': '1 Year Manufacturer Warranty'}",62000,,145094,16051
Apple iPhone 6s,Rose Gold,"{'ROM': '64 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '12MP Rear Camera | 5MP Front Camera', 'Processor': 'A9 Chip with 64-bit Architecture and M9 Motion Co-processor', 'Warranty': 'Brand Warranty of 1 Year'}",72000,,92796,9130
Apple iPhone 7 Plus,Rose Gold,"{'ROM': '32 GB ROM', 'Display': '13.94 cm (5.488 inch) Retina HD Display', 'Camera': '12MP + 12MP | 7MP Front Camera', 'Processor': 'Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor', 'Warranty': 'iOS 13 Compatible'}",37900,,29728,2964
Apple iPhone 7,Jet Black,"{'ROM': '256 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor', 'Warranty': 'Brand Warranty of 1 Year'}",74400,,94871,9105
Apple iPhone 7,Jet Black,"{'ROM': '128 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor', 'Warranty': 'Brand Warranty of 1 Year'}",34900,,94871,9105
Apple iPhone XS,Gold,"{'ROM': '512 GB ROM', 'Display': '14.73 cm (5.8 inch) Super Retina HD Display', 'Camera': '12MP + 12MP | 7MP Front Camera', 'Processor': 'A12 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",134900,,11906,861
Apple iPhone 17 Pro Max,Cosmic Orange,"{'ROM': '1 TB ROM', 'Display': '17.53 cm (6.9 inch) Super Retina XDR Display', 'Camera': '48MP + 48MP + 48MP | 18MP Front Camera', 'Processor': 'A19 Chip, 6 Core Processor Processor', 'Warranty': 'Apple One (1) Year Limited Warranty'}",189900,,465,35
Apple iPhone 13 mini,Blue,"{'ROM': '256 GB ROM', 'Display': '13.72 cm (5.4 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",74900,,3861,330
Apple iPhone 14,Starlight,"{'ROM': '512 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",89900,,321494,11935
Apple iPhone 13 mini,Starlight,"{'ROM': '512 GB ROM', 'Display': '13.72 cm (5.4 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",94900,,3861,330
Apple iPhone 13 mini,Blue,"{'ROM': '512 GB ROM', 'Display': '13.72 cm (5.4 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",94900,,3861,330
Apple iPhone 14 Plus,Midnight,"{'ROM': '256 GB ROM', 'Display': '17.02 cm (6.7 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",79900,,86856,4755
Apple iPhone 13 mini,Midnight,"{'ROM': '512 GB ROM', 'Display': '13.72 cm (5.4 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",94900,,3861,330
Apple iPhone 13 mini,Midnight,"{'ROM': '256 GB ROM', 'Display': '13.72 cm (5.4 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",74900,,3861,330
Apple iPhone 13,Blue,"{'ROM': '512 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",79900,,295091,13999
Apple iPhone 13,Midnight,"{'ROM': '128 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",49900,,295091,13999
Apple iPhone 14,Purple,"{'ROM': '128 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",54900,,321494,11935
Apple iPhone 12,Green,"{'ROM': '64 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A14 Bionic Chip with Next Generation Neural Engine Processor', 'Warranty': 'Ceramic Shield'}",49900,,212326,13894
Apple iPhone 14 Plus,,"{'ROM': '256 GB ROM', 'Display': '17.02 cm (6.7 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",79900,,86856,4755
Apple iPhone 14 Plus,Blue,"{'ROM': '512 GB ROM', 'Display': '17.02 cm (6.7 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",99900,,86856,4755
Apple iPhone 14 Plus,,"{'ROM': '512 GB ROM', 'Display': '17.02 cm (6.7 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",99900,,86856,4755
Apple iPhone 13 Pro,Gold,"{'ROM': '128 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",119900,,1596,120
Apple iPhone 13 mini,Starlight,"{'ROM': '256 GB ROM', 'Display': '13.72 cm (5.4 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",74900,,3861,330
Apple iPhone 12,Blue,"{'ROM': '256 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A14 Bionic Chip with Next Generation Neural Engine Processor', 'Warranty': 'Ceramic Shield'}",64900,,212326,13894
Apple iPhone 7,Silver,"{'ROM': '128 GB ROM', 'Display': '11.94 cm (4.7 inch) Retina HD Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor', 'Warranty': 'Brand Warranty of 1 Year'}",34900,,94871,9105
Apple iPhone 16 Pro Max,Black Titanium,"{'ROM': '256 GB ROM', 'Display': '17.53 cm (6.9 inch) Super Retina XDR Display', 'Camera': '48MP + 48MP + 12MP | 12MP Front Camera', 'Processor': 'A18 Pro Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",134900,,17206,890
Apple iPhone 13 Pro,Silver,"{'ROM': '512 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",149900,,1596,120
Apple iPhone 15 Plus,Yellow,"{'ROM': '512 GB ROM', 'Display': '17.02 cm (6.7 inch) Super Retina XDR Display', 'Camera': '48MP + 12MP | 12MP Front Camera', 'Processor': 'A16 Bionic Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",99900,,47571,2598
Apple iPhone 16 Plus,Pink,"{'ROM': '512 GB ROM', 'Display': '17.02 cm (6.7 inch) Super Retina XDR Display', 'Camera': '48MP + 12MP | 12MP Front Camera', 'Processor': 'A18 Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",104900,109900,4225,226
Apple iPhone 11,Yellow,"{'ROM': '64 GB ROM', 'Display': '15.49 cm (6.1 inch) Liquid Retina HD Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A13 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",43900,,206532,11366
Apple iPhone 13,Green,"{'ROM': '256 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",59900,,295091,13999
Apple iPhone 16 Pro Max,White Titanium,"{'ROM': '512 GB ROM', 'Display': '17.53 cm (6.9 inch) Super Retina XDR Display', 'Camera': '48MP + 48MP + 12MP | 12MP Front Camera', 'Processor': 'A18 Pro Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",154900,,17206,890
Apple iPhone 11,Green,"{'ROM': '64 GB ROM', 'Display': '15.49 cm (6.1 inch) Liquid Retina HD Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A13 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",49900,,206532,11366
Apple iPhone 11,Black,"{'ROM': '64 GB ROM', 'Display': '15.49 cm (6.1 inch) Liquid Retina HD Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A13 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",43900,,206532,11366
Apple iPhone 11 Pro Max,Space Grey,"{'ROM': '512 GB ROM', 'Display': '16.51 cm (6.5 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A13 Bionic Chip Processor', 'Warranty': 'Brand Warranty for 1 Year'}",150800,,1101,98
Apple iPhone 12 mini,Red,"{'ROM': '128 GB ROM', 'Display': '13.72 cm (5.4 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A14 Bionic Chip with Next Generation Neural Engine Processor', 'Warranty': 'Ceramic Shield'}",64900,,130809,10152
Apple iPhone 13 Pro Max,Graphite,"{'ROM': '256 GB ROM', 'Display': '17.02 cm (6.7 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",139900,,2088,192
Apple iPhone 15,Green,"{'ROM': '256 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '48MP + 12MP | 12MP Front Camera', 'Processor': 'A16 Bionic Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",64900,69900,271335,9480
Apple iPhone 13 Pro Max,Silver,"{'ROM': '128 GB ROM', 'Display': '17.02 cm (6.7 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",129900,,2088,192
Apple iPhone 13 Pro Max,Gold,"{'ROM': '256 GB ROM', 'Display': '17.02 cm (6.7 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",139900,,2088,192
Apple iPhone 14,Midnight,"{'ROM': '512 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",89900,,321494,11935
Apple iPhone 15,Yellow,"{'ROM': '256 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '48MP + 12MP | 12MP Front Camera', 'Processor': 'A16 Bionic Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",64900,69900,271335,9480
Apple iPhone 11 Pro Max,Space Grey,"{'ROM': '256 GB ROM', 'Display': '16.51 cm (6.5 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A13 Bionic Chip Processor', 'Warranty': 'Brand Warranty for 1 Year'}",131900,,1101,98
Apple iPhone 13 Pro,Silver,"{'ROM': '256 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",129900,,1596,120
Apple iPhone 12 mini,Red,"{'ROM': '64 GB ROM', 'Display': '13.72 cm (5.4 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A14 Bionic Chip with Next Generation Neural Engine Processor', 'Warranty': 'Ceramic Shield'}",59900,,130809,10152
Apple iPhone 16 Plus,White,"{'ROM': '512 GB ROM', 'Display': '17.02 cm (6.7 inch) Super Retina XDR Display', 'Camera': '48MP + 12MP | 12MP Front Camera', 'Processor': 'A18 Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",104900,109900,4225,226
Apple iPhone 16 Pro Max,White Titanium,"{'ROM': '1 TB ROM', 'Display': '17.53 cm (6.9 inch) Super Retina XDR Display', 'Camera': '48MP + 48MP + 12MP | 12MP Front Camera', 'Processor': 'A18 Pro Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",174900,,17206,890
Apple iPhone 12,Black,"{'ROM': '128 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A14 Bionic Chip with Next Generation Neural Engine Processor', 'Warranty': 'Ceramic Shield'}",54900,,212326,13894
Apple iPhone 12,Black,"{'ROM': '64 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A14 Bionic Chip with Next Generation Neural Engine Processor', 'Warranty': 'Ceramic Shield'}",49900,,212326,13894
Apple iPhone 13 mini,Green,"{'ROM': '256 GB ROM', 'Display': '13.72 cm (5.4 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A15 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",74900,,3861,330
Apple iPhone 15 Pro,Natural Titanium,"{'ROM': '256 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '48MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A17 Pro Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",144900,,3141,160
Apple iPhone XR,Black,"{'ROM': '128 GB ROM', 'Display': '15.49 cm (6.1 inch) Display', 'Camera': '12MP Rear Camera | 7MP Front Camera', 'Processor': 'A12 Bionic Chip Processor', 'Warranty': 'Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)'}",52900,,100802,8455
Apple iPhone 7 Plus,Jet Black,"{'ROM': '128 GB ROM', 'Display': '13.94 cm (5.488 inch) Retina HD Display', 'Camera': '12MP + 12MP | 7MP Front Camera', 'Processor': 'Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor', 'Warranty': 'Brand Warranty of 1 Year'}",42900,,29728,2964
Apple iPhone 11 Pro,Space Grey,"{'ROM': '512 GB ROM', 'Display': '14.73 cm (5.8 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A13 Bionic Chip Processor', 'Warranty': 'Brand Warranty for 1 Year'}",140300,,8679,618
Apple iPhone 11 Pro,Space Grey,"{'ROM': '256 GB ROM', 'Display': '14.73 cm (5.8 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A13 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",121300,,8679,618
Apple iPhone 12 mini,Purple,"{'ROM': '256 GB ROM', 'Display': '13.72 cm (5.4 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A14 Bionic Chip with Next Generation Neural Engine Processor', 'Warranty': 'Ceramic Shield'}",74900,,130809,10152
Apple iPhone 12 Pro Max,Silver,"{'ROM': '256 GB ROM', 'Display': '17.02 cm (6.7 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A14 Bionic Chip with Next Generation Neural Engine Processor', 'Warranty': 'Ceramic Shield | Industry-leading IP68 Water Resistance'}",129900,,1276,100
Apple iPhone 14 Pro,Space Black,"{'ROM': '1 TB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '48MP + 12MP + 12MP | 12MP Front Camera', 'Processor': 'A16 Bionic Chip, 6 Core Processor Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",169900,,2198,151
Apple iPhone 11,Purple,"{'ROM': '64 GB ROM', 'Display': '15.49 cm (6.1 inch) Liquid Retina HD Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A13 Bionic Chip Processor', 'Warranty': '1 year warranty for phone and 1 year warranty for in Box Accessories.'}",43900,,206532,11366
Apple iPhone 12,Purple,"{'ROM': '128 GB ROM', 'Display': '15.49 cm (6.1 inch) Super Retina XDR Display', 'Camera': '12MP + 12MP | 12MP Front Camera', 'Processor': 'A14 Bionic Chip with Next Generation Neural Engine Processor', 'Warranty': 'Ceramic Shield'}",54900,,212326,13894
